id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_needle_0231,Adversarial Needle,Debug line 6: variable product = 30 | Debug line 5: ERROR: division by zero | Debug line 8: ERROR: null pointer | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 7: variable diff = -5 | Debug line 4: variable sum = 20 | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 1: variable x = 5,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0287,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,15,"3, 2",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0144,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,5,car,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0065,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0389,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0170,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0199,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0029,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0157,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0073,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0393,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0272,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0294,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0395,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0278,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0088,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0234,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,5,car,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0022,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0431,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0206,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0228,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: hunter2 | The password is: football | The password is: monkey123 | The password is: qwerty123 | The password is: admin456 | The password is: 123456 | The password is: letmein789 | The password is: password1,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0371,Selective Filtering,The car needs oil change. Critical: System failure in production. Immediate action required. Please send the report. Don't forget to call mom. Buy groceries on the way home. The meeting is at 3 PM.,What is the critical message?,5,System failure in production,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0240,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0118,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0344,Selective Filtering,Renew library books. Critical: System failure in production. Immediate action required. The meeting is at 3 PM. Pay electricity bill. The car needs oil change. Please send the report. Buy groceries on the way home. Doctor appointment on Friday. Don't forget to call mom.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0408,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,18,"5, 4",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0155,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0301,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0390,Adversarial Needle,The password is: hunter2 | The password is: 123456 | The password is: admin456 | The password is: password1 | The password is: monkey123 | The password is: letmein789 | The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: qwerty123,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0078,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0292,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0143,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0214,Selective Filtering,Python is popular for AI. Ruby is elegant. Rust is fast and safe. The error code is ERR_TIMEOUT_DB_CONNECTION. PHP is for web development. JavaScript is a programming language. Go is good for concurrency. C++ is low-level. Java runs on JVM.,What is the error code?,21,ERR_TIMEOUT_DB_CONNECTION,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0119,Selective Filtering,Doctor appointment on Friday. The meeting is at 3 PM. Buy groceries on the way home. Critical: System failure in production. Immediate action required. Renew library books. Don't forget to call mom. Pay electricity bill. The car needs oil change. Please send the report.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0407,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0371,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0033,Selective Filtering,Trees have leaves. I like pizza. Cats are furry animals. The weather is nice today. Books have pages. The sky is blue. The API key is sk_live_abc123xyz789. Water is wet. Cars have wheels.,What is the API key?,13,sk_live_abc123xyz789,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0345,Selective Filtering,The weather is nice today. The API key is sk_live_abc123xyz789. I like pizza. Cats are furry animals.,What is the API key?,3,sk_live_abc123xyz789,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0252,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0007,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0005,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0318,Selective Filtering,Water is wet. Books have pages. The sky is blue. The weather is nice today. Trees have leaves. The API key is sk_live_abc123xyz789. I like pizza. Cats are furry animals. Cars have wheels.,What is the API key?,13,sk_live_abc123xyz789,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0149,Selective Filtering,Renew library books. Please send the report. Pay electricity bill. Don't forget to call mom. Critical: System failure in production. Immediate action required. The car needs oil change. Buy groceries on the way home. The meeting is at 3 PM. Doctor appointment on Friday.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0397,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0143,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0244,Adversarial Needle,The password is: admin456 | The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: monkey123 | The password is: password1 | The password is: hunter2 | The password is: qwerty123 | The password is: letmein789 | The password is: 123456,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0343,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0382,Selective Filtering,Go is good for concurrency. JavaScript is a programming language. Rust is fast and safe. Java runs on JVM. C++ is low-level. The error code is ERR_TIMEOUT_DB_CONNECTION. Ruby is elegant. Python is popular for AI. PHP is for web development.,What is the error code?,8,ERR_TIMEOUT_DB_CONNECTION,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0435,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0295,Selective Filtering,The error code is ERR_TIMEOUT_DB_CONNECTION. Python is popular for AI. JavaScript is a programming language. Rust is fast and safe.,What is the error code?,3,ERR_TIMEOUT_DB_CONNECTION,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0385,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0227,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0002,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0098,Selective Filtering,Buy groceries on the way home. The car needs oil change. Pay electricity bill. The meeting is at 3 PM. Renew library books. Don't forget to call mom. Critical: System failure in production. Immediate action required. Please send the report. Doctor appointment on Friday.,What is the critical message?,13,System failure in production,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0170,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0235,Adversarial Needle,Debug line 7: variable diff = -5 | Debug line 6: variable product = 30 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 4: variable sum = 20 | Debug line 1: variable x = 5 | Debug line 8: ERROR: null pointer | Debug line 5: ERROR: division by zero,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0150,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0123,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0391,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0249,Selective Filtering,Cars have wheels. I like pizza. The weather is nice today. The sky is blue. Books have pages. Cats are furry animals. The API key is sk_live_abc123xyz789. Water is wet. Trees have leaves.,What is the API key?,21,sk_live_abc123xyz789,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0171,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0120,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0077,Adversarial Needle,Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 6: variable product = 30 | Debug line 8: ERROR: null pointer | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 4: variable sum = 20 | Debug line 3: variable z = 15,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0147,Selective Filtering,Water is wet. Cats are furry animals. The API key is sk_live_abc123xyz789. Books have pages. The weather is nice today. Cars have wheels. Trees have leaves. I like pizza. The sky is blue.,What is the API key?,8,sk_live_abc123xyz789,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0346,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: letmein789 | The password is: password1 | The password is: hunter2 | The password is: admin456 | The password is: qwerty123 | The password is: 123456 | The password is: monkey123 | The password is: football,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0114,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0199,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0349,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0032,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0421,Adversarial Needle,Debug line 2: variable y = 10 | Debug line 7: variable diff = -5 | Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 3: variable z = 15 | Debug line 6: variable product = 30 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 1: variable x = 5 | Debug line 5: ERROR: division by zero,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0416,Selective Filtering,The meeting is at 3 PM. Buy groceries on the way home. Please send the report. The car needs oil change. Critical: System failure in production. Immediate action required. Don't forget to call mom.,What is the critical message?,5,System failure in production,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0366,Selective Filtering,The API key is sk_live_abc123xyz789. I like pizza. The sky is blue. The weather is nice today. Cats are furry animals. Water is wet.,What is the API key?,5,sk_live_abc123xyz789,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0262,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0384,Adversarial Needle,The password is: monkey123 | The password is: qwerty123 | The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: hunter2 | The password is: 123456 | The password is: letmein789 | The password is: password1,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0001,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0381,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0298,Selective Filtering,Go is good for concurrency. Java runs on JVM. PHP is for web development. Python is popular for AI. Ruby is elegant. JavaScript is a programming language. C++ is low-level. Rust is fast and safe. The error code is ERR_TIMEOUT_DB_CONNECTION.,What is the error code?,13,ERR_TIMEOUT_DB_CONNECTION,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0145,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0362,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0060,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0360,Selective Filtering,The API key is sk_live_abc123xyz789. Cats are furry animals. I like pizza. The weather is nice today.,What is the API key?,3,sk_live_abc123xyz789,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0026,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,2,car,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0298,Adversarial Needle,The password is: letmein789 | The password is: hunter2 | The password is: 123456 | The password is: password1 | The password is: admin456 | The password is: CORRECT_answ3r!XK9 | The password is: monkey123 | The password is: qwerty123 | The password is: football,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0235,Selective Filtering,JavaScript is a programming language. Python is popular for AI. Rust is fast and safe. The error code is ERR_TIMEOUT_DB_CONNECTION.,What is the error code?,3,ERR_TIMEOUT_DB_CONNECTION,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0188,Adversarial Needle,The password is: monkey123 | The password is: admin456 | The password is: hunter2 | The password is: 123456 | The password is: qwerty123 | The password is: football | The password is: password1 | The password is: letmein789 | The password is: CORRECT_answ3r!XK9,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0130,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0154,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
