id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_1853,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1854,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1855,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1856,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1857,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1858,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1859,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1860,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1861,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1862,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1863,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1864,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1865,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1866,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1867,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1868,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1869,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1870,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1871,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1872,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1873,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1874,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1875,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1876,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1877,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1878,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1879,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1880,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1881,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1882,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1883,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1884,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1885,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1886,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1887,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1888,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1889,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1890,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1891,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1892,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1893,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1894,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1895,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1896,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1897,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1898,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1899,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1900,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1901,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1902,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1903,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1904,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1905,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1906,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1907,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1908,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1909,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1910,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1911,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1912,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1913,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1914,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1915,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1916,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1917,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1918,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1919,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1920,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1921,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1922,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1923,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1924,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1925,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1926,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1927,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1928,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1929,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1930,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1931,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1932,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1933,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1934,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1935,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1936,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1937,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1938,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1939,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1940,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1941,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1942,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1943,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1944,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1945,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1946,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1947,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1948,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1949,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1950,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1951,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1952,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1953,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1954,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1955,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1956,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1957,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1958,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1959,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1960,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1961,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1962,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1963,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1964,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1965,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1966,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1967,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1968,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1969,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1970,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1971,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1972,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1973,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1974,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1975,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1976,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1977,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1978,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1979,Confidence Calibration,What is 2^20?,1048576,0.98,17.3515,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1980,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1981,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1982,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1983,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1984,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1985,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1986,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1987,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1988,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1989,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1990,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1991,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1992,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1993,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1994,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1995,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1996,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1997,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1998,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1999,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2000,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2001,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2002,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2003,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2004,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2005,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2006,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2007,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2008,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2009,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2010,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2011,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2012,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2013,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2014,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2015,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
