id,task,scenario,perspective,expected_inference,difficulty,brain_zone,neural_analog
tscp_prag_0285,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0229,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0020,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0260,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0416,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0145,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_norm_0044,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_aud_0048,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_aud_0260,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_neg_0164,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0036,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0231,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0044,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_norm_0105,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_tom_0394,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0205,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0318,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0383,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_tom_0012,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0045,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0348,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0191,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0030,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_norm_0183,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0253,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0293,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0380,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_aud_0162,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_neg_0323,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0326,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0123,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0333,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0436,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0398,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_neg_0029,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0233,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0228,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0098,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0404,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0133,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0410,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0111,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0122,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0157,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0053,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0081,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0423,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0295,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0426,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_prag_0365,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0423,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0368,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0376,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_tom_0284,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0299,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0075,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_aud_0314,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_neg_0425,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0159,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0120,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_prag_0403,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0383,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_aud_0407,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_tom_0203,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0270,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0379,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0254,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0164,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0291,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0332,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0369,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_tom_0047,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0083,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0363,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0284,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_tom_0429,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0118,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0185,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_tom_0242,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0148,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0297,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0407,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_neg_0034,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0304,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0418,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0401,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0305,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_norm_0138,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0008,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0434,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0390,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0298,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0170,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_norm_0308,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_neg_0241,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0180,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0050,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_prag_0033,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0208,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0265,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_neg_0292,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0362,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0122,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_tom_0343,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0272,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0236,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_tom_0071,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0256,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0078,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0086,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
