id,question_type,question,answer
tagp_filter_0262,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0331,factual,When was phase 2 completed?,March
tagp_divided_0385,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0341,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0273,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0009,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0286,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0268,factual,Which vehicle is fastest?,car
tagp_filter_0280,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0345,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0394,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0165,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0410,factual,Which vehicle is fastest?,car
tagp_sustained_0021,factual,When was phase 2 completed?,March
tagp_divided_0301,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0419,factual,Which item has better quality?,Item B
tagp_filter_0106,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0116,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0289,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0223,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0274,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0056,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0438,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0289,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0388,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0120,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0383,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0010,factual,How did Alice pay?,cash
tagp_sustained_0330,factual,How did Alice pay?,cash
tagp_needle_0196,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0331,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0352,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0413,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0391,factual,Which item has better quality?,Item B
tagp_shift_0191,factual,Which item has better quality?,Item B
tagp_shift_0125,factual,Which item has better quality?,Item B
tagp_divided_0409,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0161,factual,What is the critical message?,System failure in production
tagp_sustained_0332,factual,Which server runs the API?,Server B
tagp_filter_0346,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0026,factual,What is the critical message?,System failure in production
tagp_shift_0326,factual,Which vehicle is fastest?,car
tagp_sustained_0128,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0011,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0336,factual,When was phase 2 completed?,March
tagp_shift_0045,factual,Which item has better quality?,Item B
tagp_divided_0344,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0258,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0274,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0128,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0339,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0024,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0197,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0142,factual,Which server runs the API?,Server B
tagp_divided_0373,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0428,factual,What is the critical message?,System failure in production
tagp_divided_0304,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0423,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0239,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0032,factual,What is the critical message?,System failure in production
tagp_shift_0275,factual,Which item has better quality?,Item B
tagp_needle_0203,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0381,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0330,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0363,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0334,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0253,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0152,factual,What is the critical message?,System failure in production
tagp_divided_0208,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0173,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0396,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0205,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0073,factual,Which item has better quality?,Item B
tagp_sustained_0362,factual,Which server runs the API?,Server B
tagp_filter_0233,factual,What is the critical message?,System failure in production
tagp_divided_0235,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0018,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0088,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0293,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0391,factual,When was phase 2 completed?,March
tagp_divided_0320,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0266,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0139,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0053,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0037,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0029,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0322,factual,Which vehicle is fastest?,car
tagp_shift_0006,factual,Which vehicle is fastest?,car
tagp_divided_0423,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0200,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0203,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0390,factual,Which vehicle is fastest?,car
tagp_filter_0133,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0033,factual,Which item has better quality?,Item B
tagp_needle_0225,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0085,factual,Which item has better quality?,Item B
tagp_divided_0079,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0252,factual,Which server runs the API?,Server B
tagp_needle_0265,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0308,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0365,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0049,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0259,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0401,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0375,factual,How did Alice pay?,cash
tagp_divided_0186,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0403,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0370,factual,How did Alice pay?,cash
tagp_sustained_0007,factual,Which server runs the API?,Server B
tagp_filter_0300,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0361,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0150,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0424,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0180,factual,How did Alice pay?,cash
tagp_filter_0376,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0294,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0131,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0353,factual,Which item has better quality?,Item B
tagp_needle_0329,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0084,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0006,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0434,factual,What is the critical message?,System failure in production
tagp_shift_0017,factual,Which item has better quality?,Item B
tagp_filter_0227,factual,What is the critical message?,System failure in production
tagp_needle_0095,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0185,factual,Which item has better quality?,Item B
tagp_shift_0169,factual,Which item has better quality?,Item B
tagp_divided_0134,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0122,factual,Which server runs the API?,Server B
tagp_filter_0105,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0354,factual,Which vehicle is fastest?,car
tagp_needle_0295,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0348,factual,Which vehicle is fastest?,car
tagp_sustained_0137,factual,Which server runs the API?,Server B
tagp_filter_0142,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0005,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0257,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0212,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0366,factual,Which vehicle is fastest?,car
tagp_shift_0174,factual,Which vehicle is fastest?,car
tagp_divided_0404,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0253,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0245,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0158,factual,What is the critical message?,System failure in production
tagp_shift_0155,factual,Which item has better quality?,Item B
tagp_filter_0146,factual,What is the critical message?,System failure in production
tagp_sustained_0359,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0240,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0284,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0214,factual,Which vehicle is fastest?,car
tagp_needle_0052,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0071,factual,Which item has better quality?,Item B
tagp_sustained_0009,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0058,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0301,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0410,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0177,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0080,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0295,factual,How did Alice pay?,cash
tagp_divided_0124,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0288,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0121,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0162,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0230,factual,What is the critical message?,System failure in production
tagp_needle_0121,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0350,factual,What is the critical message?,System failure in production
tagp_divided_0257,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0153,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0111,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0021,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0313,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0364,factual,Which vehicle is fastest?,car
tagp_shift_0244,factual,Which vehicle is fastest?,car
tagp_shift_0335,factual,Which item has better quality?,Item B
tagp_sustained_0401,factual,When was phase 2 completed?,March
tagp_filter_0386,factual,What is the critical message?,System failure in production
tagp_shift_0317,factual,Which item has better quality?,Item B
tagp_divided_0095,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0231,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0248,factual,Which vehicle is fastest?,car
tagp_filter_0413,factual,What is the critical message?,System failure in production
tagp_shift_0111,factual,Which item has better quality?,Item B
tagp_filter_0078,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0061,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0184,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0413,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0337,factual,Which item has better quality?,Item B
tagp_shift_0050,factual,Which vehicle is fastest?,car
tagp_needle_0344,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0427,factual,Which server runs the API?,Server B
tagp_needle_0053,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0287,factual,Which server runs the API?,Server B
tagp_filter_0433,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0271,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0096,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0163,factual,Which item has better quality?,Item B
tagp_shift_0187,factual,Which item has better quality?,Item B
tagp_divided_0254,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0019,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0408,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0411,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0368,factual,Which vehicle is fastest?,car
tagp_sustained_0284,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_shift_0270,factual,Which vehicle is fastest?,car
tagp_needle_0069,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0074,factual,What is the critical message?,System failure in production
tagp_divided_0193,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0382,factual,Which vehicle is fastest?,car
tagp_sustained_0031,factual,When was phase 2 completed?,March
tagp_needle_0012,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0307,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0089,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0134,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0324,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0279,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0392,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0186,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0131,factual,Which item has better quality?,Item B
tagp_filter_0173,factual,What is the critical message?,System failure in production
tagp_needle_0074,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0322,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0368,factual,What is the critical message?,System failure in production
tagp_needle_0083,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0154,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0295,factual,Which item has better quality?,Item B
tagp_shift_0374,factual,Which vehicle is fastest?,car
tagp_needle_0306,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0313,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0372,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0219,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0380,factual,Which vehicle is fastest?,car
tagp_sustained_0029,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0070,factual,How did Alice pay?,cash
tagp_divided_0371,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0215,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0388,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0225,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0194,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0164,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0406,factual,When was phase 2 completed?,March
tagp_filter_0369,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0058,factual,Which vehicle is fastest?,car
tagp_needle_0379,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0432,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0027,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0292,factual,Which vehicle is fastest?,car
tagp_filter_0321,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0396,factual,When was phase 2 completed?,March
tagp_sustained_0416,factual,When was phase 2 completed?,March
tagp_sustained_0201,factual,When was phase 2 completed?,March
tagp_filter_0028,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0391,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0190,factual,Which vehicle is fastest?,car
tagp_sustained_0310,factual,How did Alice pay?,cash
tagp_filter_0278,factual,What is the critical message?,System failure in production
tagp_shift_0308,factual,Which vehicle is fastest?,car
tagp_shift_0436,factual,Which vehicle is fastest?,car
tagp_filter_0402,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0392,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0314,factual,What is the critical message?,System failure in production
tagp_shift_0296,factual,Which vehicle is fastest?,car
tagp_filter_0299,factual,What is the critical message?,System failure in production
tagp_needle_0369,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0229,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0216,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0404,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0369,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0406,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0267,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0043,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0013,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0023,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0172,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0125,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0122,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0361,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0030,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0248,factual,What is the critical message?,System failure in production
tagp_needle_0343,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0257,factual,Which item has better quality?,Item B
tagp_divided_0149,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0143,factual,What is the critical message?,System failure in production
tagp_filter_0080,factual,What is the critical message?,System failure in production
tagp_filter_0081,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0094,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0369,factual,Which item has better quality?,Item B
tagp_needle_0154,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0392,factual,Which vehicle is fastest?,car
tagp_sustained_0037,factual,Which server runs the API?,Server B
tagp_needle_0019,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0096,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0388,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0070,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0025,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0029,factual,What is the critical message?,System failure in production
tagp_filter_0180,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0005,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0250,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0368,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0308,factual,What is the critical message?,System failure in production
tagp_sustained_0411,factual,When was phase 2 completed?,March
tagp_sustained_0046,factual,When was phase 2 completed?,March
tagp_shift_0329,factual,Which item has better quality?,Item B
tagp_filter_0093,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0218,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0067,factual,Which item has better quality?,Item B
tagp_divided_0141,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0072,factual,Which vehicle is fastest?,car
tagp_filter_0130,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0320,factual,Which vehicle is fastest?,car
tagp_shift_0264,factual,Which vehicle is fastest?,car
tagp_sustained_0399,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0354,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0040,factual,How did Alice pay?,cash
tagp_shift_0066,factual,Which vehicle is fastest?,car
tagp_sustained_0085,factual,How did Alice pay?,cash
tagp_needle_0178,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0343,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0012,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0303,factual,Which item has better quality?,Item B
tagp_shift_0293,factual,Which item has better quality?,Item B
tagp_shift_0287,factual,Which item has better quality?,Item B
tagp_sustained_0107,factual,Which server runs the API?,Server B
tagp_filter_0373,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0328,factual,Which vehicle is fastest?,car
tagp_needle_0423,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0250,factual,How did Alice pay?,cash
tagp_filter_0304,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0368,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0120,factual,How did Alice pay?,cash
tagp_needle_0220,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0268,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0318,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0215,factual,How did Alice pay?,cash
tagp_divided_0188,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0393,factual,Which item has better quality?,Item B
tagp_sustained_0243,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0214,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0138,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0005,factual,What is the critical message?,System failure in production
tagp_filter_0311,factual,What is the critical message?,System failure in production
tagp_divided_0063,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0404,factual,What is the critical message?,System failure in production
tagp_sustained_0385,factual,How did Alice pay?,cash
tagp_shift_0035,factual,Which item has better quality?,Item B
tagp_shift_0363,factual,Which item has better quality?,Item B
tagp_sustained_0340,factual,How did Alice pay?,cash
tagp_divided_0071,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0193,factual,Which item has better quality?,Item B
tagp_shift_0307,factual,Which item has better quality?,Item B
tagp_sustained_0192,factual,Which server runs the API?,Server B
tagp_needle_0405,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0345,factual,Which item has better quality?,Item B
tagp_divided_0198,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0152,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0012,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0360,factual,How did Alice pay?,cash
tagp_needle_0308,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0245,factual,Which item has better quality?,Item B
tagp_shift_0126,factual,Which vehicle is fastest?,car
tagp_sustained_0246,factual,When was phase 2 completed?,March
tagp_sustained_0428,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0227,factual,Which item has better quality?,Item B
tagp_filter_0090,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0246,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0024,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0328,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0149,factual,Which item has better quality?,Item B
tagp_needle_0023,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0400,factual,Which vehicle is fastest?,car
tagp_needle_0243,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0067,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0192,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0197,factual,What is the critical message?,System failure in production
tagp_filter_0352,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0056,factual,When was phase 2 completed?,March
tagp_filter_0181,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0386,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0235,factual,Which item has better quality?,Item B
tagp_divided_0222,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0297,factual,Which server runs the API?,Server B
tagp_filter_0036,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0151,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0144,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0203,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0378,factual,Which vehicle is fastest?,car
tagp_sustained_0165,factual,How did Alice pay?,cash
tagp_needle_0324,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0169,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0033,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0409,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0215,factual,What is the critical message?,System failure in production
tagp_divided_0176,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0204,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0198,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0378,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0383,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0323,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0426,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0358,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0027,factual,Which server runs the API?,Server B
tagp_sustained_0224,factual,In which chapter does the hero lose hope?,Chapter 8
