id,task,question,answer,ground_truth,examples_count,context_length,difficulty,brain_zone,neural_analog
thlp_belief_0195,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0225,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,1,61,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0136,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0128,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,6,72,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0377,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0109,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0156,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0467,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0018,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0345,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0092,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0187,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0054,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0237,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0065,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0028,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0059,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0261,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0336,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0465,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0246,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0046,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0089,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,8,61,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0245,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0104,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0287,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0172,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0424,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0077,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0383,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0368,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0405,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0312,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,4,72,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0367,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0478,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0047,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0028,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,6,72,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0279,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0429,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,8,61,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0344,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0068,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0138,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0395,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0258,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0336,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0019,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0261,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0129,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0472,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0017,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0117,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0391,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,2,51,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0122,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0267,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0300,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0281,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0203,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0051,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0207,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0089,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0128,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0353,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0402,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0111,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0385,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0415,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0127,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0067,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0280,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0180,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0158,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0003,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0048,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0076,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0369,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0416,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0032,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0428,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,6,72,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0474,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0311,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0395,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,1,51,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0238,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0137,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0029,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0121,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0412,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0204,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0437,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0262,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0037,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0207,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0462,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0135,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0400,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0377,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0127,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0121,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0278,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0176,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0241,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0233,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,6,61,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0256,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0310,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
